,Team,Home,Away,Year,Week,H_pts_per_game_scored,A_pts_per_game_scored,H_pts_per_game_allowed,A_pts_per_game_allowed,H_yds_per_game_gained,A_yds_per_game_gained,H_yds_per_game_allowed,A_yds_per_game_allowed,H_yds_per_point_scored,A_yds_per_point_scored,H_yds_per_point_allowed,A_yds_per_point_allowed,H_yds_per_ply_gained,A_yds_per_ply_gained,H_yds_per_ply_allowed,A_yds_per_ply_allowed,H_sacks_per_ply_allowed,A_sacks_per_ply_allowed,H_sacks_per_ply,A_sacks_per_ply,H_int_per_ply,A_int_per_Ply,H_int_per_ply_thrown,A_int_per_ply_thrown,H_pass_run_ratio,A_pass_run_ratio,H_yds_per_pass_gained,A_yds_per_pass_gained,H_yds_per_pass_allowed,A_yds_per_pass_allowed,H_yds_per_run_gained,A_yds_per_run_gained,H_yds_per_run_allowed,A_yds_per_run_allowed,H_Score,A_Score
40,pittsburgh-steelers,cincinnati-bengals,pittsburgh-steelers,2010.0,9.0,19.0,22.5,12.0,16.5,314.0,285.25,314.0,293.0,16.526315789473685,12.677777777777777,26.166666666666668,17.757575757575758,5.476744186046512,5.382075471698113,4.8061224489795915,4.725806451612903,0.029069767441860465,0.04716981132075472,0.04591836734693878,0.04435483870967742,0.015306122448979591,0.012096774193548387,0.023255813953488372,0.02830188679245283,0.7956989247311828,0.7876106194690266,8.567567567567568,8.157303370786517,6.921052631578948,6.7631578947368425,3.7419354838709675,4.185840707964601,2.6986301369863015,2.5294117647058822,21,27
41,pittsburgh-steelers,pittsburgh-steelers,new-england-patriots,2010.0,10.0,19.0,23.4,12.0,17.4,314.0,291.0,314.0,288.8,16.526315789473685,12.435897435897436,26.166666666666668,16.597701149425287,5.476744186046512,5.329670329670329,4.8061224489795915,4.718954248366013,0.029069767441860465,0.040293040293040296,0.04591836734693878,0.049019607843137254,0.015306122448979591,0.013071895424836602,0.023255813953488372,0.02564102564102564,0.7956989247311828,0.8068965517241379,8.567567567567568,7.931623931623932,6.921052631578948,6.787234042553192,3.7419354838709675,4.096551724137931,2.6986301369863015,2.6116504854368934,26,39
42,pittsburgh-steelers,pittsburgh-steelers,oakland-raiders,2010.0,11.0,20.75,23.4,18.75,17.4,341.75,291.0,348.75,288.8,16.46987951807229,12.435897435897436,18.6,16.597701149425287,5.648760330578512,5.329670329670329,5.304182509505703,4.718954248366013,0.04132231404958678,0.040293040293040296,0.034220532319391636,0.049019607843137254,0.015209125475285171,0.013071895424836602,0.01652892561983471,0.02564102564102564,1.128440366972477,0.8068965517241379,8.300813008130081,7.931623931623932,7.254777070063694,6.787234042553192,3.889908256880734,4.096551724137931,3.0927835051546393,2.6116504854368934,35,3
43,pittsburgh-steelers,buffalo-bills,pittsburgh-steelers,2010.0,12.0,23.6,23.4,15.6,17.4,359.6,291.0,315.4,288.8,15.23728813559322,12.435897435897436,20.21794871794872,16.597701149425287,5.875816993464053,5.329670329670329,4.807926829268292,4.718954248366013,0.0392156862745098,0.040293040293040296,0.04573170731707317,0.049019607843137254,0.012195121951219513,0.013071895424836602,0.0196078431372549,0.02564102564102564,1.0704225352112675,0.8068965517241379,8.526315789473685,7.931623931623932,6.535,6.787234042553192,4.126760563380282,4.096551724137931,3.1946902654867255,2.6116504854368934,16,19
44,pittsburgh-steelers,baltimore-ravens,pittsburgh-steelers,2010.0,13.0,23.6,22.666666666666668,15.6,17.166666666666668,359.6,313.5,315.4,295.5,15.23728813559322,13.830882352941176,20.21794871794872,17.21359223300971,5.875816993464053,5.283707865168539,4.807926829268292,4.791891891891892,0.0392156862745098,0.0449438202247191,0.04573170731707317,0.04594594594594595,0.012195121951219513,0.010810810810810811,0.0196078431372549,0.02247191011235955,1.0704225352112675,0.7894736842105263,8.526315789473685,7.826666666666667,6.535,6.613733905579399,4.126760563380282,4.2105263157894735,3.1946902654867255,2.8583333333333334,10,13
45,pittsburgh-steelers,pittsburgh-steelers,cincinnati-bengals,2010.0,14.0,23.6,21.285714285714285,15.6,16.142857142857142,359.6,309.85714285714283,315.4,291.7142857142857,15.23728813559322,14.557046979865772,20.21794871794872,18.07079646017699,5.875816993464053,5.1520190023752965,4.807926829268292,4.782201405152225,0.0392156862745098,0.04513064133016627,0.04573170731707317,0.04918032786885246,0.012195121951219513,0.0117096018735363,0.0196078431372549,0.019002375296912115,1.0704225352112675,0.8785046728971962,8.526315789473685,7.590425531914893,6.535,6.793233082706767,4.126760563380282,3.9906542056074765,3.1946902654867255,2.757142857142857,23,7
46,pittsburgh-steelers,pittsburgh-steelers,new-york-jets,2010.0,15.0,23.5,21.285714285714285,14.166666666666666,16.142857142857142,358.6666666666667,309.85714285714283,294.5,291.7142857142857,15.26241134751773,14.557046979865772,20.788235294117648,18.07079646017699,5.816216216216216,5.1520190023752965,4.687002652519894,4.782201405152225,0.043243243243243246,0.04513064133016627,0.04774535809018567,0.04918032786885246,0.010610079575596816,0.0117096018735363,0.024324324324324326,0.019002375296912115,1.0946745562130178,0.8785046728971962,8.4,7.590425531914893,6.400862068965517,6.793233082706767,4.195266272189349,3.9906542056074765,3.1102362204724407,2.757142857142857,17,22
47,pittsburgh-steelers,pittsburgh-steelers,carolina-panthers,2010.0,16.0,22.571428571428573,21.285714285714285,15.285714285714286,16.142857142857142,361.42857142857144,309.85714285714283,291.85714285714283,291.7142857142857,16.0126582278481,14.557046979865772,19.093457943925234,18.07079646017699,5.723981900452489,5.1520190023752965,4.707373271889401,4.782201405152225,0.042986425339366516,0.04513064133016627,0.04377880184331797,0.04918032786885246,0.009216589861751152,0.0117096018735363,0.020361990950226245,0.019002375296912115,1.1804123711340206,0.8785046728971962,7.93886462882096,7.590425531914893,6.340996168582375,6.793233082706767,4.407216494845361,3.9906542056074765,3.2532467532467533,2.757142857142857,27,3
48,pittsburgh-steelers,cleveland-browns,pittsburgh-steelers,2010.0,17.0,23.125,21.285714285714285,13.75,16.142857142857142,367.25,309.85714285714283,270.25,291.7142857142857,15.881081081081081,14.557046979865772,19.654545454545456,18.07079646017699,5.76078431372549,5.1520190023752965,4.476190476190476,4.782201405152225,0.043137254901960784,0.04513064133016627,0.047619047619047616,0.04918032786885246,0.008281573498964804,0.0117096018735363,0.0196078431372549,0.019002375296912115,1.1497797356828194,0.8785046728971962,8.191570881226054,7.590425531914893,6.080985915492958,6.793233082706767,4.273127753303965,3.9906542056074765,3.2670454545454546,2.757142857142857,9,41
49,pittsburgh-steelers,pittsburgh-steelers,baltimore-ravens,2010.0,19.0,23.125,23.75,13.75,15.25,367.25,323.375,270.25,283.375,15.881081081081081,13.615789473684211,19.654545454545456,18.581967213114755,5.76078431372549,5.3561076604554865,4.476190476190476,4.617107942973523,0.043137254901960784,0.043478260869565216,0.047619047619047616,0.05091649694501019,0.008281573498964804,0.010183299389002037,0.0196078431372549,0.022774327122153208,1.1497797356828194,0.8934426229508197,8.191570881226054,8.036697247706423,6.080985915492958,6.527508090614886,4.273127753303965,3.9098360655737703,3.2670454545454546,2.732484076433121,31,24
